Id,Gene,Family
XP_015772699.1,Ank,PF00023.33
XP_015777717.1,Ank,PF00023.33
XP_015756093.1,Ank,PF00023.33
XP_015778947.1,Ank,PF00023.33
XP_015757318.1,Ank,PF00023.33
XP_015757648.1,Ank,PF00023.33
XP_015761209.1,Ank,PF00023.33
XP_015778682.1,Ank,PF00023.33
XP_015759143.1,Ank,PF00023.33
XP_015752122.1,Ank,PF00023.33
XP_015759141.1,Ank,PF00023.33
XP_015754371.1,Ank,PF00023.33
XP_015754370.1,Ank,PF00023.33
XP_015754372.1,Ank,PF00023.33
XP_015759142.1,Ank,PF00023.33
XP_015775218.1,Ank,PF00023.33
XP_015763510.1,Ank,PF00023.33
XP_015772714.1,Ank,PF00023.33
XP_015772601.1,Ank,PF00023.33
XP_015772599.1,Ank,PF00023.33
XP_015768943.1,Ank,PF00023.33
XP_015772708.1,Ank,PF00023.33
XP_015779234.1,Ank,PF00023.33
XP_015772716.1,Ank,PF00023.33
XP_015772711.1,Ank,PF00023.33
XP_015768954.1,Ank,PF00023.33
XP_015770072.1,Ank,PF00023.33
XP_015770068.1,Ank,PF00023.33
XP_015770064.1,Ank,PF00023.33
XP_015770065.1,Ank,PF00023.33
XP_015770066.1,Ank,PF00023.33
XP_015770071.1,Ank,PF00023.33
XP_015770069.1,Ank,PF00023.33
XP_015770070.1,Ank,PF00023.33
XP_015770067.1,Ank,PF00023.33
XP_015768952.1,Ank,PF00023.33
XP_015770074.1,Ank,PF00023.33
XP_015768951.1,Ank,PF00023.33
XP_015768950.1,Ank,PF00023.33
XP_015770073.1,Ank,PF00023.33
XP_015765476.1,Ank,PF00023.33
XP_015778952.1,Ank,PF00023.33
XP_015765539.1,Ank,PF00023.33
XP_015755673.1,Ank,PF00023.33
XP_015755672.1,Ank,PF00023.33
XP_015772712.1,Ank,PF00023.33
XP_015777828.1,Ank,PF00023.33
XP_015772709.1,Ank,PF00023.33
XP_015772710.1,Ank,PF00023.33
XP_015772713.1,Ank,PF00023.33
XP_015755670.1,Ank,PF00023.33
XP_015755671.1,Ank,PF00023.33
XP_015768945.1,Ank,PF00023.33
XP_015762788.1,Ank,PF00023.33
XP_015768242.1,Ank,PF00023.33
XP_015755653.1,Ank,PF00023.33
XP_015755654.1,Ank,PF00023.33
XP_015755652.1,Ank,PF00023.33
XP_015779476.1,Ank,PF00023.33
XP_015754289.1,Ank,PF00023.33
XP_015774749.1,Ank,PF00023.33
XP_015769656.1,Ank,PF00023.33
XP_015748040.1,Ank,PF00023.33
XP_015754288.1,Ank,PF00023.33
XP_015754284.1,Ank,PF00023.33
XP_015754286.1,Ank,PF00023.33
XP_015754287.1,Ank,PF00023.33
XP_015772702.1,Ank,PF00023.33
XP_015748975.1,Ank,PF00023.33
XP_015754273.1,Ank,PF00023.33
XP_015769746.1,Ank,PF00023.33
XP_015770531.1,Ank,PF00023.33
XP_015747588.1,Ank,PF00023.33
XP_015780914.1,Ank,PF00023.33
XP_015750656.1,Ank,PF00023.33
XP_015776007.1,Ank,PF00023.33
XP_015754291.1,Ank,PF00023.33
XP_015754290.1,Ank,PF00023.33
XP_015766928.1,Ank,PF00023.33
XP_015747904.1,Ank,PF00023.33
XP_015754271.1,Ank,PF00023.33
XP_015753505.1,Ank,PF00023.33
XP_015755658.1,Ank,PF00023.33
XP_015751665.1,Ank,PF00023.33
XP_015773406.1,Ank,PF00023.33
XP_015764018.1,Ank,PF00023.33
XP_015777372.1,Ank,PF00023.33
XP_015778948.1,Ank,PF00023.33
XP_015777367.1,Ank,PF00023.33
XP_015777362.1,Ank,PF00023.33
XP_015777368.1,Ank,PF00023.33
XP_015777365.1,Ank,PF00023.33
XP_015777358.1,Ank,PF00023.33
XP_015777357.1,Ank,PF00023.33
XP_015777373.1,Ank,PF00023.33
XP_015777374.1,Ank,PF00023.33
XP_015777363.1,Ank,PF00023.33
XP_015777369.1,Ank,PF00023.33
XP_015777370.1,Ank,PF00023.33
XP_015777371.1,Ank,PF00023.33
XP_015764274.1,Ank,PF00023.33
XP_015777366.1,Ank,PF00023.33
XP_015777360.1,Ank,PF00023.33
XP_015777361.1,Ank,PF00023.33
XP_015777359.1,Ank,PF00023.33
XP_015775069.1,Ank,PF00023.33
XP_015777375.1,Ank,PF00023.33
XP_015764279.1,Ank,PF00023.33
XP_015752887.1,Ank,PF00023.33
XP_015775068.1,Ank,PF00023.33
XP_015780571.1,Ank,PF00023.33
XP_015762514.1,Ank,PF00023.33
XP_015748705.1,Ank,PF00023.33
XP_015748706.1,Ank,PF00023.33
XP_015765136.1,Ank,PF00023.33
XP_015760571.1,Ank,PF00023.33
XP_015758413.1,Ank,PF00023.33
XP_015758414.1,Ank,PF00023.33
XP_015757882.1,Ank,PF00023.33
XP_015758347.1,Ank,PF00023.33
XP_015760562.1,Ank,PF00023.33
XP_015750236.1,Ank,PF00023.33
XP_015748431.1,Ank,PF00023.33
XP_015759230.1,Ank,PF00023.33
XP_015765874.1,Ank,PF00023.33
XP_015757881.1,Ank,PF00023.33
XP_015757880.1,Ank,PF00023.33
XP_015765551.1,Ank,PF00023.33
XP_015779236.1,Ank,PF00023.33
XP_015760556.1,Ank,PF00023.33
XP_015760549.1,Ank,PF00023.33
XP_015765369.1,Ank,PF00023.33
XP_015760879.1,Ank,PF00023.33
XP_015753885.1,Ank,PF00023.33
XP_015753886.1,Ank,PF00023.33
XP_015756266.1,Ank,PF00023.33
XP_015749929.1,Ank,PF00023.33
XP_015774476.1,Ank,PF00023.33
XP_015772718.1,Ank,PF00023.33
XP_015758088.1,Ank,PF00023.33
XP_015779803.1,Ank,PF00023.33
XP_015756282.1,Ank,PF00023.33
XP_015774459.1,Ank,PF00023.33
XP_015749930.1,Ank,PF00023.33
XP_015758415.1,Ank,PF00023.33
XP_015759144.1,Ank,PF00023.33
XP_015752558.1,Ank,PF00023.33
XP_015780567.1,Ank,PF00023.33
XP_015764519.1,Ank,PF00023.33
XP_015765801.1,Ank,PF00023.33
XP_015771792.1,Ank,PF00023.33
XP_015764146.1,Ank,PF00023.33
XP_015764145.1,Ank,PF00023.33
XP_015754300.1,Ank,PF00023.33
XP_015767181.1,Ank,PF00023.33
XP_015767182.1,Ank,PF00023.33
XP_015767183.1,Ank,PF00023.33
XP_015767184.1,Ank,PF00023.33
XP_015767185.1,Ank,PF00023.33
XP_015764541.1,Ank,PF00023.33
XP_015750879.1,Ank,PF00023.33
XP_015756271.1,Ank,PF00023.33
XP_015772468.1,Ank,PF00023.33
XP_015755312.1,Ank,PF00023.33
XP_015765549.1,Ank,PF00023.33
XP_015765548.1,Ank,PF00023.33
XP_015749389.1,Ank,PF00023.33
XP_015765942.1,Ank,PF00023.33
XP_015775802.1,Ank,PF00023.33
XP_015775803.1,Ank,PF00023.33
XP_015749138.1,Ank,PF00023.33
XP_015763135.1,Ank,PF00023.33
XP_015772883.1,Ank,PF00023.33
XP_015754239.1,Ank,PF00023.33
XP_015755522.1,Ank,PF00023.33
XP_015760417.1,Ank,PF00023.33
XP_015768243.1,Ank,PF00023.33
XP_015775792.1,Ank,PF00023.33
XP_015778390.1,Ank,PF00023.33
XP_015747416.1,Ank,PF00023.33
XP_015754274.1,Ank,PF00023.33
XP_015766406.1,Ank,PF00023.33
XP_015754283.1,Ank,PF00023.33
XP_015754282.1,Ank,PF00023.33
XP_015754281.1,Ank,PF00023.33
XP_015752300.1,Ank,PF00023.33
XP_015780570.1,Ank,PF00023.33
XP_015765553.1,Ank,PF00023.33
XP_015756351.1,Ank,PF00023.33
XP_015753827.1,Ank,PF00023.33
XP_015778983.1,Ank,PF00023.33
XP_015776592.1,Ank,PF00023.33
XP_015752005.1,Ank,PF00023.33
XP_015777631.1,Ank,PF00023.33
XP_015762810.1,Ank,PF00023.33
XP_015773555.1,Ank,PF00023.33
XP_015776920.1,Ank,PF00023.33
XP_015766949.1,Ank,PF00023.33
XP_015766948.1,Ank,PF00023.33
XP_015747223.1,Ank,PF00023.33
XP_015757886.1,Ank,PF00023.33
XP_015757887.1,Ank,PF00023.33
XP_015757885.1,Ank,PF00023.33
XP_015748856.1,Ank,PF00023.33
XP_015780175.1,Ank,PF00023.33
XP_015780176.1,Ank,PF00023.33
XP_015760168.1,Ank,PF00023.33
XP_015766950.1,Ank,PF00023.33
XP_015774477.1,Ank,PF00023.33
XP_015774478.1,Ank,PF00023.33
XP_015776355.1,Ank,PF00023.33
XP_015758701.1,Ank,PF00023.33
XP_015755400.1,Ank,PF00023.33
XP_015755407.1,Ank,PF00023.33
XP_015765880.1,Ank,PF00023.33
XP_015775567.1,Ank,PF00023.33
XP_015761643.1,Ank,PF00023.33
XP_015770943.1,Ank,PF00023.33
XP_015757945.1,Ank,PF00023.33
XP_015765564.1,Ank,PF00023.33
XP_015776439.1,Ank,PF00023.33
XP_015752380.1,Ank,PF00023.33
XP_015773399.1,Ank,PF00023.33
XP_015759017.1,Ank,PF00023.33
XP_015765569.1,Ank,PF00023.33
XP_015769216.1,Ank,PF00023.33
XP_015780507.1,Ank,PF00023.33
XP_015769215.1,Ank,PF00023.33
XP_015770494.1,Ank,PF00023.33
XP_015758771.1,Ank,PF00023.33
XP_015776405.1,Ank,PF00023.33
XP_015763923.1,Ank,PF00023.33
XP_015772850.1,Ank,PF00023.33
XP_015747903.1,Ank,PF00023.33
XP_015774146.1,Ank,PF00023.33
XP_015780871.1,Ank,PF00023.33
XP_015771149.1,Ank,PF00023.33
XP_015771148.1,Ank,PF00023.33
XP_015762981.1,Ank,PF00023.33
XP_015762983.1,Ank,PF00023.33
XP_015778982.1,Ank,PF00023.33
XP_015780508.1,Ank,PF00023.33
XP_015754979.1,Ank,PF00023.33
XP_015754980.1,Ank,PF00023.33
XP_015754981.1,Ank,PF00023.33
XP_015771087.1,Ank,PF00023.33
XP_015775929.1,Ank,PF00023.33
XP_015771122.1,Ank,PF00023.33
XP_015765978.1,Ank,PF00023.33
XP_015765964.1,Ank,PF00023.33
XP_015775799.1,Ank,PF00023.33
XP_015765567.1,Ank,PF00023.33
XP_015766009.1,Ank,PF00023.33
XP_015771165.1,Ank,PF00023.33
XP_015770959.1,Ank,PF00023.33
XP_015773893.1,Ank,PF00023.33
XP_015761552.1,Ank,PF00023.33
XP_015779167.1,Ank,PF00023.33
XP_015758334.1,Ank,PF00023.33
XP_015769399.1,Ank,PF00023.33
XP_015750335.1,Ank,PF00023.33
XP_015747603.1,Ank,PF00023.33
XP_015765997.1,Ank,PF00023.33
XP_015769047.1,Ank,PF00023.33
XP_015769046.1,Ank,PF00023.33
XP_015773387.1,Ank,PF00023.33
XP_015775070.1,Ank,PF00023.33
XP_015765570.1,Ank,PF00023.33
XP_015765836.1,Ank,PF00023.33
XP_015765199.1,Ank,PF00023.33
XP_015756172.1,Ank,PF00023.33
XP_015769629.1,Ank,PF00023.33
XP_015769244.1,Ank,PF00023.33
XP_015764854.1,Ank,PF00023.33
XP_015769317.1,Ank,PF00023.33
XP_015748280.1,Ank,PF00023.33
XP_015773382.1,Ank,PF00023.33
XP_015758838.1,Ank,PF00023.33
XP_015751374.1,Ank,PF00023.33
XP_015763146.1,Ank,PF00023.33
XP_015775221.1,Ank,PF00023.33
XP_015776990.1,Ank,PF00023.33
XP_015752452.1,Ank,PF00023.33
XP_015778834.1,Ank,PF00023.33
XP_015756152.1,Ank,PF00023.33
XP_015764216.1,Ank,PF00023.33
XP_015762798.1,Ank,PF00023.33
XP_015771854.1,Ank,PF00023.33
XP_015778538.1,Ank,PF00023.33
XP_015747963.1,Ank,PF00023.33
XP_015775865.1,Ank,PF00023.33
XP_015779724.1,Ank,PF00023.33
XP_015747957.1,Ank,PF00023.33
XP_015752369.1,Ank,PF00023.33
XP_015762814.1,Ank,PF00023.33
XP_015755823.1,Ank,PF00023.33
XP_015758659.1,Ank,PF00023.33
XP_015780568.1,Ank,PF00023.33
XP_015751410.1,Ank,PF00023.33
XP_015757202.1,Ank,PF00023.33
XP_015777007.1,Ank,PF00023.33
XP_015759549.1,Ank,PF00023.33
XP_015772410.1,Ank,PF00023.33
XP_015772409.1,Ank,PF00023.33
XP_015773571.1,Ank,PF00023.33
XP_015771131.1,Ank,PF00023.33
XP_015762625.1,Ank,PF00023.33
XP_015750542.1,Ank,PF00023.33
XP_015758505.1,Ank,PF00023.33
XP_015765947.1,Ank,PF00023.33
XP_015765949.1,Ank,PF00023.33
XP_015758504.1,Ank,PF00023.33
XP_015765946.1,Ank,PF00023.33
XP_015769912.1,Ank,PF00023.33
XP_015755858.1,Ank,PF00023.33
XP_015779732.1,Ank,PF00023.33
XP_015758032.1,Ank,PF00023.33
XP_015756036.1,Ank,PF00023.33
XP_015765922.1,Ank,PF00023.33
XP_015753693.1,Ank,PF00023.33
XP_015759579.1,Ank,PF00023.33
XP_015765950.1,Ank,PF00023.33
XP_015765945.1,Ank,PF00023.33
XP_015754974.1,Ank,PF00023.33
XP_015756347.1,Ank,PF00023.33
XP_015765951.1,Ank,PF00023.33
XP_015774584.1,Ank,PF00023.33
XP_015748743.1,Ank,PF00023.33
XP_015747990.1,Ank,PF00023.33
XP_015760167.1,Ank,PF00023.33
XP_015760166.1,Ank,PF00023.33
XP_015756187.1,Ank,PF00023.33
XP_015768973.1,Ank,PF00023.33
XP_015764251.1,Ank,PF00023.33
XP_015758702.1,Ank,PF00023.33
XP_015756346.1,Ank,PF00023.33
XP_015748712.1,Ank,PF00023.33
XP_015760841.1,Ank,PF00023.33
XP_015763110.1,Ank,PF00023.33
XP_015772700.1,Ank,PF00023.33
XP_015772701.1,Ank,PF00023.33
XP_015755479.1,Ank,PF00023.33
XP_015762991.1,Ank,PF00023.33
XP_015764104.1,Ank,PF00023.33
XP_015752400.1,Ank,PF00023.33
XP_015764422.1,Ank,PF00023.33
XP_015764415.1,Ank,PF00023.33
XP_015749894.1,Ank,PF00023.33
XP_015768757.1,Ank,PF00023.33
XP_015765818.1,Ank,PF00023.33
XP_015765819.1,Ank,PF00023.33
XP_015765820.1,Ank,PF00023.33
XP_015765822.1,Ank,PF00023.33
XP_015756243.1,Ank,PF00023.33
XP_015771811.1,Ank,PF00023.33
XP_015750628.1,Ank,PF00023.33
XP_015753831.1,Ank,PF00023.33
XP_015764320.1,Ank,PF00023.33
XP_015764319.1,Ank,PF00023.33
XP_015765798.1,Ank,PF00023.33
XP_015773050.1,Ank,PF00023.33
XP_015754942.1,Ank,PF00023.33
XP_015775243.1,Ank,PF00023.33
XP_015756805.1,Ank,PF00023.33
XP_015747297.1,Ank,PF00023.33
XP_015765568.1,Ank,PF00023.33
XP_015748594.1,Ank,PF00023.33
XP_015761491.1,Ank,PF00023.33
XP_015758059.1,Ank,PF00023.33
XP_015758050.1,Ank,PF00023.33
XP_015756265.1,Ank,PF00023.33
XP_015773222.1,Ank,PF00023.33
XP_015752317.1,Ank,PF00023.33
XP_015769494.1,Ank,PF00023.33
XP_015763542.1,Ank,PF00023.33
XP_015760955.1,Ank,PF00023.33
XP_015758040.1,Ank,PF00023.33
XP_015758108.1,Ank,PF00023.33
XP_015758100.1,Ank,PF00023.33
XP_015761067.1,Ank,PF00023.33
XP_015752825.1,Ank,PF00023.33
XP_015770938.1,Ank,PF00023.33
XP_015775946.1,Ank,PF00023.33
XP_015760953.1,Ank,PF00023.33
XP_015769926.1,Ank,PF00023.33
XP_015749919.1,Ank,PF00023.33
XP_015761220.1,Ank,PF00023.33
XP_015760818.1,Ank,PF00023.33
XP_015760817.1,Ank,PF00023.33
XP_015760816.1,Ank,PF00023.33
XP_015780576.1,Ank,PF00023.33
XP_015754710.1,Ank,PF00023.33
XP_015751184.1,Ank,PF00023.33
XP_015755902.1,Ank,PF00023.33
XP_015776048.1,Ank_2,PF12796.10
XP_015756093.1,Ank_2,PF12796.10
XP_015756089.1,Ank_2,PF12796.10
XP_015774851.1,Ank_2,PF12796.10
XP_015774853.1,Ank_2,PF12796.10
XP_015772699.1,Ank_2,PF12796.10
XP_015778947.1,Ank_2,PF12796.10
XP_015777717.1,Ank_2,PF12796.10
XP_015763510.1,Ank_2,PF12796.10
XP_015757318.1,Ank_2,PF12796.10
XP_015757648.1,Ank_2,PF12796.10
XP_015775218.1,Ank_2,PF12796.10
XP_015772716.1,Ank_2,PF12796.10
XP_015772708.1,Ank_2,PF12796.10
XP_015754372.1,Ank_2,PF12796.10
XP_015754371.1,Ank_2,PF12796.10
XP_015754370.1,Ank_2,PF12796.10
XP_015770074.1,Ank_2,PF12796.10
XP_015759143.1,Ank_2,PF12796.10
XP_015770073.1,Ank_2,PF12796.10
XP_015755672.1,Ank_2,PF12796.10
XP_015761209.1,Ank_2,PF12796.10
XP_015755653.1,Ank_2,PF12796.10
XP_015755654.1,Ank_2,PF12796.10
XP_015755652.1,Ank_2,PF12796.10
XP_015759142.1,Ank_2,PF12796.10
XP_015759141.1,Ank_2,PF12796.10
XP_015768943.1,Ank_2,PF12796.10
XP_015772599.1,Ank_2,PF12796.10
XP_015752122.1,Ank_2,PF12796.10
XP_015772601.1,Ank_2,PF12796.10
XP_015770071.1,Ank_2,PF12796.10
XP_015778682.1,Ank_2,PF12796.10
XP_015748040.1,Ank_2,PF12796.10
XP_015755670.1,Ank_2,PF12796.10
XP_015755671.1,Ank_2,PF12796.10
XP_015770067.1,Ank_2,PF12796.10
XP_015770072.1,Ank_2,PF12796.10
XP_015765539.1,Ank_2,PF12796.10
XP_015768951.1,Ank_2,PF12796.10
XP_015770068.1,Ank_2,PF12796.10
XP_015770064.1,Ank_2,PF12796.10
XP_015770065.1,Ank_2,PF12796.10
XP_015770066.1,Ank_2,PF12796.10
XP_015768952.1,Ank_2,PF12796.10
XP_015770070.1,Ank_2,PF12796.10
XP_015779234.1,Ank_2,PF12796.10
XP_015768242.1,Ank_2,PF12796.10
XP_015770069.1,Ank_2,PF12796.10
XP_015755673.1,Ank_2,PF12796.10
XP_015762788.1,Ank_2,PF12796.10
XP_015772714.1,Ank_2,PF12796.10
XP_015768954.1,Ank_2,PF12796.10
XP_015774749.1,Ank_2,PF12796.10
XP_015772711.1,Ank_2,PF12796.10
XP_015768950.1,Ank_2,PF12796.10
XP_015772712.1,Ank_2,PF12796.10
XP_015772709.1,Ank_2,PF12796.10
XP_015772710.1,Ank_2,PF12796.10
XP_015777828.1,Ank_2,PF12796.10
XP_015772713.1,Ank_2,PF12796.10
XP_015748975.1,Ank_2,PF12796.10
XP_015778952.1,Ank_2,PF12796.10
XP_015765476.1,Ank_2,PF12796.10
XP_015772702.1,Ank_2,PF12796.10
XP_015768945.1,Ank_2,PF12796.10
XP_015754271.1,Ank_2,PF12796.10
XP_015769656.1,Ank_2,PF12796.10
XP_015776007.1,Ank_2,PF12796.10
XP_015777367.1,Ank_2,PF12796.10
XP_015777362.1,Ank_2,PF12796.10
XP_015777370.1,Ank_2,PF12796.10
XP_015777363.1,Ank_2,PF12796.10
XP_015757882.1,Ank_2,PF12796.10
XP_015754289.1,Ank_2,PF12796.10
XP_015774476.1,Ank_2,PF12796.10
XP_015757881.1,Ank_2,PF12796.10
XP_015754273.1,Ank_2,PF12796.10
XP_015757880.1,Ank_2,PF12796.10
XP_015765369.1,Ank_2,PF12796.10
XP_015774459.1,Ank_2,PF12796.10
XP_015754287.1,Ank_2,PF12796.10
XP_015770531.1,Ank_2,PF12796.10
XP_015754288.1,Ank_2,PF12796.10
XP_015754284.1,Ank_2,PF12796.10
XP_015754286.1,Ank_2,PF12796.10
XP_015777368.1,Ank_2,PF12796.10
XP_015777365.1,Ank_2,PF12796.10
XP_015777358.1,Ank_2,PF12796.10
XP_015750879.1,Ank_2,PF12796.10
XP_015777357.1,Ank_2,PF12796.10
XP_015777372.1,Ank_2,PF12796.10
XP_015777369.1,Ank_2,PF12796.10
XP_015777359.1,Ank_2,PF12796.10
XP_015777366.1,Ank_2,PF12796.10
XP_015777361.1,Ank_2,PF12796.10
XP_015777360.1,Ank_2,PF12796.10
XP_015777373.1,Ank_2,PF12796.10
XP_015779476.1,Ank_2,PF12796.10
XP_015751665.1,Ank_2,PF12796.10
XP_015747588.1,Ank_2,PF12796.10
XP_015754291.1,Ank_2,PF12796.10
XP_015754290.1,Ank_2,PF12796.10
XP_015750656.1,Ank_2,PF12796.10
XP_015750236.1,Ank_2,PF12796.10
XP_015764018.1,Ank_2,PF12796.10
XP_015766928.1,Ank_2,PF12796.10
XP_015769746.1,Ank_2,PF12796.10
XP_015758347.1,Ank_2,PF12796.10
XP_015778948.1,Ank_2,PF12796.10
XP_015777375.1,Ank_2,PF12796.10
XP_015748431.1,Ank_2,PF12796.10
XP_015756266.1,Ank_2,PF12796.10
XP_015749138.1,Ank_2,PF12796.10
XP_015769216.1,Ank_2,PF12796.10
XP_015769215.1,Ank_2,PF12796.10
XP_015780914.1,Ank_2,PF12796.10
XP_015755658.1,Ank_2,PF12796.10
XP_015763135.1,Ank_2,PF12796.10
XP_015747904.1,Ank_2,PF12796.10
XP_015765549.1,Ank_2,PF12796.10
XP_015765548.1,Ank_2,PF12796.10
XP_015756282.1,Ank_2,PF12796.10
XP_015749930.1,Ank_2,PF12796.10
XP_015753505.1,Ank_2,PF12796.10
XP_015754300.1,Ank_2,PF12796.10
XP_015756271.1,Ank_2,PF12796.10
XP_015765801.1,Ank_2,PF12796.10
XP_015777374.1,Ank_2,PF12796.10
XP_015777371.1,Ank_2,PF12796.10
XP_015779236.1,Ank_2,PF12796.10
XP_015765942.1,Ank_2,PF12796.10
XP_015780571.1,Ank_2,PF12796.10
XP_015752300.1,Ank_2,PF12796.10
XP_015749929.1,Ank_2,PF12796.10
XP_015762514.1,Ank_2,PF12796.10
XP_015764279.1,Ank_2,PF12796.10
XP_015752887.1,Ank_2,PF12796.10
XP_015773406.1,Ank_2,PF12796.10
XP_015764274.1,Ank_2,PF12796.10
XP_015775069.1,Ank_2,PF12796.10
XP_015775068.1,Ank_2,PF12796.10
XP_015748705.1,Ank_2,PF12796.10
XP_015748706.1,Ank_2,PF12796.10
XP_015772468.1,Ank_2,PF12796.10
XP_015757886.1,Ank_2,PF12796.10
XP_015757887.1,Ank_2,PF12796.10
XP_015757885.1,Ank_2,PF12796.10
XP_015758413.1,Ank_2,PF12796.10
XP_015758414.1,Ank_2,PF12796.10
XP_015759144.1,Ank_2,PF12796.10
XP_015771792.1,Ank_2,PF12796.10
XP_015774477.1,Ank_2,PF12796.10
XP_015774478.1,Ank_2,PF12796.10
XP_015767181.1,Ank_2,PF12796.10
XP_015767182.1,Ank_2,PF12796.10
XP_015767183.1,Ank_2,PF12796.10
XP_015767184.1,Ank_2,PF12796.10
XP_015767185.1,Ank_2,PF12796.10
XP_015772718.1,Ank_2,PF12796.10
XP_015780567.1,Ank_2,PF12796.10
XP_015758415.1,Ank_2,PF12796.10
XP_015749389.1,Ank_2,PF12796.10
XP_015760571.1,Ank_2,PF12796.10
XP_015765551.1,Ank_2,PF12796.10
XP_015760562.1,Ank_2,PF12796.10
XP_015765874.1,Ank_2,PF12796.10
XP_015754274.1,Ank_2,PF12796.10
XP_015760879.1,Ank_2,PF12796.10
XP_015760556.1,Ank_2,PF12796.10
XP_015760549.1,Ank_2,PF12796.10
XP_015765136.1,Ank_2,PF12796.10
XP_015753885.1,Ank_2,PF12796.10
XP_015753886.1,Ank_2,PF12796.10
XP_015764146.1,Ank_2,PF12796.10
XP_015764145.1,Ank_2,PF12796.10
XP_015775802.1,Ank_2,PF12796.10
XP_015775803.1,Ank_2,PF12796.10
XP_015758088.1,Ank_2,PF12796.10
XP_015752558.1,Ank_2,PF12796.10
XP_015779724.1,Ank_2,PF12796.10
XP_015754239.1,Ank_2,PF12796.10
XP_015765880.1,Ank_2,PF12796.10
XP_015765553.1,Ank_2,PF12796.10
XP_015764541.1,Ank_2,PF12796.10
XP_015759230.1,Ank_2,PF12796.10
XP_015778834.1,Ank_2,PF12796.10
XP_015776592.1,Ank_2,PF12796.10
XP_015764519.1,Ank_2,PF12796.10
XP_015747416.1,Ank_2,PF12796.10
XP_015765564.1,Ank_2,PF12796.10
XP_015763923.1,Ank_2,PF12796.10
XP_015775792.1,Ank_2,PF12796.10
XP_015772850.1,Ank_2,PF12796.10
XP_015779803.1,Ank_2,PF12796.10
XP_015776920.1,Ank_2,PF12796.10
XP_015778390.1,Ank_2,PF12796.10
XP_015774146.1,Ank_2,PF12796.10
XP_015768243.1,Ank_2,PF12796.10
XP_015760417.1,Ank_2,PF12796.10
XP_015752005.1,Ank_2,PF12796.10
XP_015771122.1,Ank_2,PF12796.10
XP_015755522.1,Ank_2,PF12796.10
XP_015778983.1,Ank_2,PF12796.10
XP_015775567.1,Ank_2,PF12796.10
XP_015772883.1,Ank_2,PF12796.10
XP_015776355.1,Ank_2,PF12796.10
XP_015760168.1,Ank_2,PF12796.10
XP_015773555.1,Ank_2,PF12796.10
XP_015748856.1,Ank_2,PF12796.10
XP_015769047.1,Ank_2,PF12796.10
XP_015769046.1,Ank_2,PF12796.10
XP_015765569.1,Ank_2,PF12796.10
XP_015758701.1,Ank_2,PF12796.10
XP_015752380.1,Ank_2,PF12796.10
XP_015755312.1,Ank_2,PF12796.10
XP_015761552.1,Ank_2,PF12796.10
XP_015770943.1,Ank_2,PF12796.10
XP_015759549.1,Ank_2,PF12796.10
XP_015769244.1,Ank_2,PF12796.10
XP_015753827.1,Ank_2,PF12796.10
XP_015780175.1,Ank_2,PF12796.10
XP_015780176.1,Ank_2,PF12796.10
XP_015780507.1,Ank_2,PF12796.10
XP_015754979.1,Ank_2,PF12796.10
XP_015754980.1,Ank_2,PF12796.10
XP_015754981.1,Ank_2,PF12796.10
XP_015766950.1,Ank_2,PF12796.10
XP_015766949.1,Ank_2,PF12796.10
XP_015755400.1,Ank_2,PF12796.10
XP_015755407.1,Ank_2,PF12796.10
XP_015776990.1,Ank_2,PF12796.10
XP_015766948.1,Ank_2,PF12796.10
XP_015771148.1,Ank_2,PF12796.10
XP_015756351.1,Ank_2,PF12796.10
XP_015766406.1,Ank_2,PF12796.10
XP_015747903.1,Ank_2,PF12796.10
XP_015778982.1,Ank_2,PF12796.10
XP_015757945.1,Ank_2,PF12796.10
XP_015762810.1,Ank_2,PF12796.10
XP_015777631.1,Ank_2,PF12796.10
XP_015771149.1,Ank_2,PF12796.10
XP_015772410.1,Ank_2,PF12796.10
XP_015772409.1,Ank_2,PF12796.10
XP_015776439.1,Ank_2,PF12796.10
XP_015754283.1,Ank_2,PF12796.10
XP_015754282.1,Ank_2,PF12796.10
XP_015754281.1,Ank_2,PF12796.10
XP_015761643.1,Ank_2,PF12796.10
XP_015764854.1,Ank_2,PF12796.10
XP_015779167.1,Ank_2,PF12796.10
XP_015780570.1,Ank_2,PF12796.10
XP_015759579.1,Ank_2,PF12796.10
XP_015759017.1,Ank_2,PF12796.10
XP_015775929.1,Ank_2,PF12796.10
XP_015780508.1,Ank_2,PF12796.10
XP_015770959.1,Ank_2,PF12796.10
XP_015753831.1,Ank_2,PF12796.10
XP_015747603.1,Ank_2,PF12796.10
XP_015765997.1,Ank_2,PF12796.10
XP_015764216.1,Ank_2,PF12796.10
XP_015752369.1,Ank_2,PF12796.10
XP_015762981.1,Ank_2,PF12796.10
XP_015762983.1,Ank_2,PF12796.10
XP_015773893.1,Ank_2,PF12796.10
XP_015755823.1,Ank_2,PF12796.10
XP_015780871.1,Ank_2,PF12796.10
XP_015773399.1,Ank_2,PF12796.10
XP_015758659.1,Ank_2,PF12796.10
XP_015756172.1,Ank_2,PF12796.10
XP_015771165.1,Ank_2,PF12796.10
XP_015770494.1,Ank_2,PF12796.10
XP_015747223.1,Ank_2,PF12796.10
XP_015775221.1,Ank_2,PF12796.10
XP_015771087.1,Ank_2,PF12796.10
XP_015765836.1,Ank_2,PF12796.10
XP_015747963.1,Ank_2,PF12796.10
